0,-0
7.1,-0.7
12.8,-1.6
18.8,-1.6
22.7,-0.6
25.9,1
29.7,3.4
30.7210526315789	,4.09473684210526
31.7421052631579	,4.78947368421053
32.7631578947368	,5.48421052631579
33.7842105263158	,6.17894736842105
34.8052631578947	,6.87368421052632
35.8263157894737	,7.56842105263158
36.8473684210526	,8.26315789473684
37.8684210526316	,8.95789473684211
38.8894736842105	,9.65263157894737
39.9105263157895	,10.3473684210526
40.9315789473684	,11.0421052631579
41.9526315789474	,11.7368421052632
42.9736842105263	,12.4315789473684
43.9947368421053	,13.1263157894737
45.0157894736842	,13.8210526315789
46.0368421052632	,14.5157894736842
47.0578947368421	,15.2105263157895
48.0789473684211	,15.9052631578947
49.1,16.6
49.1,16.6
