451469.2463,3947449.6153,6
451468.2483,3947449.5514,6
451467.2494,3947449.506,6
451466.25,3947449.4701,6
451465.2507,3947449.4321,6
451464.251,3947449.4096,6
451463.2512,3947449.3894,6
451462.2512,3947449.3846,6
451461.2512,3947449.3852,6
451460.2512,3947449.3935,6
451459.2513,3947449.4053,6
451458.2514,3947449.4205,6
451457.2516,3947449.438,6
451456.2517,3947449.4529,6
451455.2519,3947449.4742,6
451454.2521,3947449.4934,6
451453.2523,3947449.5133,6
451452.2524,3947449.528,6
451451.2526,3947449.5487,6
451450.2528,3947449.5676,6
451449.2528,3947449.5758,6
451448.253,3947449.5941,6
451447.2531,3947449.6054,6
451446.2531,3947449.6145,6
451445.2533,3947449.6325,6
451444.2534,3947449.6501,6
451443.2535,3947449.6649,6
451442.2539,3947449.6911,6
451441.2541,3947449.7115,6
451440.2543,3947449.7317,6
451439.2546,3947449.7563,6
451438.2547,3947449.7738,6
451437.2548,3947449.7865,6
451436.2549,3947449.7994,6
451435.255,3947449.8099,6
451434.255,3947449.8212,6
451433.2551,3947449.8285,6
451432.2551,3947449.838,6
451431.2552,3947449.851,6
451430.2552,3947449.8623,6
451429.2555,3947449.8838,6
451428.2558,3947449.9077,6
451427.2562,3947449.9378,6
451426.257,3947449.9783,6
451425.2579,3947450.0201,6
451424.259,3947450.0674,6
451423.2608,3947450.1264,6
451422.2627,3947450.1892,6
451421.2651,3947450.2576,6
451420.268,3947450.3337,6
451419.2714,3947450.4167,6
451418.2751,3947450.5022,6
451417.2792,3947450.5929,6
451416.2838,3947450.6884,6
451415.2889,3947450.7891,6
451414.2943,3947450.8934,6
451413.3006,3947451.005,6
451412.3073,3947451.121,6
451411.3144,3947451.2395,6
451410.322,3947451.3629,6
451409.3305,3947451.4925,6
451408.3398,3947451.6286,6
451407.3496,3947451.7687,6
451406.3606,3947451.9164,6
451405.3725,3947452.0701,6
451404.3848,3947452.2269,6
451403.3981,3947452.3891,6
451402.412,3947452.5552,6
451401.4261,3947452.7225,6
451400.4405,3947452.8916,6
451399.4553,3947453.0634,6
451398.4697,3947453.2323,6
451397.4846,3947453.4044,6
451396.4995,3947453.576,6
451395.5138,3947453.745,6
451394.5283,3947453.9145,6
451393.5429,3947454.085,6
451392.5573,3947454.254,6
451391.5721,3947454.4251,6
451390.5873,3947454.5987,6
451389.6021,3947454.7702,6
451388.6169,3947454.9418,6
451387.6316,3947455.1128,6
451386.6467,3947455.2859,6
451385.6617,3947455.4582,6
451384.6765,3947455.6297,6
451383.6916,3947455.8025,6
451382.7073,3947455.9792,6
451381.7228,3947456.1544,6
451380.7383,3947456.3301,6
451379.7543,3947456.5084,6
451378.7707,3947456.6884,6
451377.7869,3947456.8676,6
451376.8032,3947457.0479,6
451375.8199,3947457.2295,6
451374.837,3947457.4137,6
451373.8532,3947457.5931,6
451372.8703,3947457.7773,6
451371.8876,3947457.9624,6
451370.9041,3947458.1433,6
451369.9215,3947458.3293,6
451368.9389,3947458.5149,6
451367.9557,3947458.6973,6
451366.9733,3947458.8842,6
451365.9908,3947459.0706,6
451365.0084,3947459.257,6
451364.0259,3947459.4431,6
451363.0441,3947459.6331,6
451362.0625,3947459.8242,6
451361.0814,3947460.0178,6
451360.1012,3947460.216,6
451359.1212,3947460.4147,6
451358.1416,3947460.6158,6
451357.1627,3947460.8198,6
451356.1835,3947461.0232,6
451355.2052,3947461.2303,6
451354.2279,3947461.4419,6
451353.2513,3947461.657,6
451352.2766,3947461.8805,6
451351.3031,3947462.1095,6
451350.331,3947462.3441,6
451349.3608,3947462.5862,6
451348.3925,3947462.8359,6
451347.4257,3947463.0916,6
451346.4612,3947463.3557,6
451345.4989,3947463.6275,6
451344.5382,3947463.9051,6
451343.5797,3947464.1904,6
451342.6236,3947464.4832,6
451341.6689,3947464.7809,6
451340.717,3947465.0872,6
451339.7677,3947465.4015,6
451338.8204,3947465.722,6
451337.8753,3947466.0488,6
451336.9337,3947466.3854,6
451335.9946,3947466.7293,6
451335.059,3947467.0823,6
451334.1271,3947467.445,6
451333.2001,3947467.8199,6
451332.2777,3947468.2062,6
451331.3622,3947468.6085,6
451330.4532,3947469.0253,6
451329.5505,3947469.4556,6
451328.6572,3947469.905,6
451327.772,3947470.3704,6
451326.8943,3947470.8495,6
451326.025,3947471.3437,6
451325.1639,3947471.8522,6
451324.3095,3947472.3719,6
451323.4606,3947472.9005,6
451322.6173,3947473.4378,6
451321.7778,3947473.9811,6
451320.9401,3947474.5272,6
451320.1039,3947475.0758,6
451319.2646,3947475.6193,6
451318.4214,3947476.157,6
451317.5728,3947476.686,6
451316.7162,3947477.2021,6
451315.8495,3947477.7009,6
451314.9742,3947478.1845,6
451314.088,3947478.6477,6
451313.1901,3947479.0879,6
451312.2786,3947479.4993,6
451311.3531,3947479.878,6
451310.4141,3947480.2219,6
451309.4627,3947480.5298,6
451308.5004,3947480.8018,6
451307.5292,3947481.0399,6
451306.5506,3947481.246,6
451305.5696,3947481.44,6
451304.5851,3947481.6151,6
451303.6,3947481.7874,6
451302.6151,3947481.9606,6
451301.6315,3947482.1409,6
451300.6503,3947482.3335,6
451299.6718,3947482.54,6
451298.698,3947482.7673,6
451297.729,3947483.0144,6
451296.7637,3947483.2754,6
451295.8041,3947483.5571,6
451294.8477,3947483.8491,6
451293.8937,3947484.1488,6
451292.9413,3947484.4536,6
451291.9922,3947484.7687,6
451291.0459,3947485.092,6
451290.0999,3947485.4161,6
451289.1564,3947485.7475,6
451288.2171,3947486.0905,6
451287.2791,3947486.4373,6
451286.3447,3947486.7935,6
451285.4129,3947487.1565,6
451284.4822,3947487.5222,6
451283.5537,3947487.8936,6
451282.6263,3947488.2675,6
451281.7012,3947488.6474,6
451280.7777,3947489.031,6
451279.8564,3947489.4198,6
451278.9372,3947489.8135,6
451278.0198,3947490.2115,6
451277.1046,3947490.6145,6
451276.1921,3947491.0237,6
451275.2802,3947491.4341,6
451274.3701,3947491.8483,6
451273.4619,3947492.267,6
451272.5547,3947492.6876,6
451271.6486,3947493.1108,6
451270.7434,3947493.5356,6
451269.8381,3947493.9605,6
451268.9341,3947494.388,6
451268.0304,3947494.8163,6
451267.1244,3947495.2394,6
451266.2198,3947495.6658,6
451265.3152,3947496.092,6
451264.4097,3947496.5163,6
451263.5051,3947496.9425,6
451262.5996,3947497.367,6
451261.6943,3947497.7917,6
451260.7887,3947498.2158,6
451259.8832,3947498.6401,6
451258.9786,3947499.0665,6
451258.0737,3947499.492,6
451257.1692,3947499.9184,6
451256.2645,3947500.3446,6
451255.3617,3947500.7747,6
451254.4597,3947501.2064,6
451253.5582,3947501.6392,6
451252.6579,3947502.0745,6
451251.7574,3947502.5093,6
451250.858,3947502.9464,6
451249.9571,3947503.3804,6
451249.0557,3947503.8134,6
451248.1544,3947504.2466,6
451247.2516,3947504.6766,6
451246.3484,3947505.1059,6
451245.4452,3947505.5351,6
451244.5405,3947505.9612,6
451243.636,3947506.3877,6
451242.7311,3947506.8133,6
451241.826,3947507.2385,6
451240.9219,3947507.6657,6
451240.0167,3947508.0907,6
451239.1125,3947508.5179,6
451238.2089,3947508.9463,6
451237.3052,3947509.3744,6
451236.4016,3947509.8028,6
451235.498,3947510.2311,6
451234.5949,3947510.6606,6
451233.6917,3947511.0898,6
451232.7884,3947511.5189,6
451231.8852,3947511.9481,6
451230.9832,3947512.3798,6
451230.0805,3947512.8101,6
451229.1763,3947513.2371,6
451228.2745,3947513.6693,6
451227.3715,3947514.0989,6
451226.4674,3947514.5263,6
451225.5643,3947514.9557,6
451224.6618,3947515.3864,6
451223.7576,3947515.8135,6
451222.8546,3947516.2431,6
451221.9508,3947516.6712,6
451221.0467,3947517.0984,6
451220.1428,3947517.5261,6
451219.2386,3947517.9533,6
451218.3336,3947518.3786,6
451217.4287,3947518.8043,6
451216.5262,3947519.2349,6
451215.6209,3947519.6597,6
451214.7181,3947520.0898,6
451213.8164,3947520.5222,6
451212.9139,3947520.9528,6
451212.012,3947521.3848,6
451211.1103,3947521.8171,6
451210.2094,3947522.2512,6
451209.3089,3947522.686,6
451208.4083,3947523.1207,6
451207.5097,3947523.5595,6
451206.6097,3947523.9954,6
451205.7104,3947524.4328,6
451204.8108,3947524.8695,6
451203.9111,3947525.3059,6
451203.0123,3947525.7443,6
451202.1137,3947526.1831,6
451201.2151,3947526.6218,6
451200.3183,3947527.0643,6
451199.4223,3947527.5084,6
451198.5264,3947527.9525,6
451197.6322,3947528.4002,6
451196.7378,3947528.8476,6
451195.844,3947529.296,6
451194.95,3947529.7441,6
451194.0558,3947530.1918,6
451193.1608,3947530.6377,6
451192.2661,3947531.0845,6
451191.3707,3947531.5297,6
451190.4753,3947531.975,6
451189.579,3947532.4185,6
451188.6831,3947532.8627,6
451187.7871,3947533.3068,6
451186.8896,3947533.7477,6
451185.9922,3947534.1889,6
451185.0947,3947534.63,6
451184.1973,3947535.0712,6
451183.2999,3947535.5123,6
451182.4024,3947535.9535,6
451181.5055,3947536.3956,6
451180.6087,3947536.8382,6
451179.7128,3947537.2824,6
451178.8166,3947537.7259,6
451177.921,3947538.1709,6
451177.0262,3947538.6173,6
451176.1317,3947539.0645,6
451175.2369,3947539.5109,6
451174.3428,3947539.9588,6
451173.4489,3947540.4071,6
451172.5553,3947540.856,6
451171.6604,3947541.3022,6
451170.7654,3947541.7483,6
451169.8694,3947542.1923,6
451168.9735,3947542.6365,6
451168.0773,3947543.0802,6
451167.1807,3947543.523,6
451166.2845,3947543.9666,6
451165.3893,3947544.4123,6
451164.4929,3947544.8555,6
451163.5965,3947545.2988,6
451162.7006,3947545.7431,6
451161.8023,3947546.1826,6
451160.9021,3947546.618,6
451160.0016,3947547.0528,6
451159.1009,3947547.4872,6
451158.1975,3947547.9161,6
451157.2944,3947548.3454,6
451156.3907,3947548.7737,6
451155.4859,3947549.1994,6
451154.5798,3947549.6225,6
451153.6735,3947550.0452,6
451152.7646,3947550.4621,6
451151.8554,3947550.8786,6
451150.9475,3947551.2978,6
451150.0332,3947551.7027,6
451149.122,3947552.1148,6
451148.2099,3947552.5246,6
451147.2933,3947552.9245,0
451146.377,3947553.325,0
451145.4593,3947553.7223,0
451144.5393,3947554.1142,0
451143.6181,3947554.5033,0
451142.6954,3947554.8888,0
451141.772,3947555.2726,0
451140.8441,3947555.6454,0
451139.9167,3947556.0195,0
451138.9886,3947556.3918,0
451138.0546,3947556.7491,0
451137.1217,3947557.1094,0
451136.1824,3947557.4524,0
451135.2419,3947557.7921,0
451134.2972,3947558.1201,0
451133.3469,3947558.4314,0
451132.3868,3947558.7111,0
451131.4067,3947558.9096,0
451130.4125,3947559.0174,0
451129.4125,3947559.016,0
451128.4209,3947558.8866,0
451127.4518,3947558.6402,0
451126.5205,3947558.276,0
451125.6395,3947557.8028,0
451124.814,3947557.2383,0
451124.0416,3947556.6032,0
451123.3075,3947555.9242,0
451122.6086,3947555.209,0
451121.9502,3947554.4563,0
451121.3244,3947553.6763,0
451120.7276,3947552.8739,0
451120.1542,3947552.0546,0
451119.6032,3947551.2201,0
451119.066,3947550.3767,0
451118.5389,3947549.5269,0
451118.0173,3947548.6737,0
451117.5027,3947547.8163,0
451116.9915,3947546.9568,0
451116.4815,3947546.0966,0
451115.9716,3947545.2364,0
451115.4625,3947544.3757,0
451114.9505,3947543.5167,0
451114.4341,3947542.6604,0
451113.9132,3947541.8067,0
451113.3809,3947540.9602,0
451112.8387,3947540.1199,0
451112.2921,3947539.2825,0
451111.764,3947538.4334,0
451111.3197,3947537.5375,0
451111.0404,3947536.5773,0
451110.9568,3947535.5808,0
451111.0601,3947534.5861,0
451111.322,3947533.621,0
451111.7198,3947532.7036,0
451112.2457,3947531.853,0
451112.8675,3947531.0698,0
451113.5658,3947530.3541,0
451114.32,3947529.6973,0
451115.1103,3947529.0847,0
451115.9303,3947528.5123,0
451116.765,3947527.9616,0
451117.6127,3947527.4312,0
451118.4749,3947526.9245,0
451119.341,3947526.4247,0
451120.214,3947525.9369,0
451121.0967,3947525.4671,0
451121.9786,3947524.9957,0
451122.8599,3947524.5231,0
451123.741,3947524.0501,0
451124.6219,3947523.5769,0
451125.5022,3947523.1023,0
451126.3828,3947522.6285,0
451127.2637,3947522.1552,1
451128.1451,3947521.6829,1
451129.0273,3947521.212,1
451129.91,3947520.7421,1
451130.7921,3947520.2711,1
451131.6767,3947519.8046,1
451132.5621,3947519.3398,1
451133.4491,3947518.878,1
451134.3352,3947518.4145,1
451135.2237,3947517.9557,1
451136.1111,3947517.4946,1
451136.9977,3947517.0321,1
451137.8852,3947516.5713,1
451138.7715,3947516.1082,1
451139.6584,3947515.6462,1
451140.5452,3947515.184,1
451141.432,3947514.7219,1
451142.3188,3947514.2598,1
451143.2081,3947513.8025,1
451144.0964,3947513.3431,1
451144.9861,3947512.8866,1
451145.8772,3947512.4327,1
451146.769,3947511.9805,1
451147.6639,3947511.5341,1
451148.5582,3947511.0866,1
451149.4529,3947510.6399,1
451150.3466,3947510.1913,1
451151.2412,3947509.7444,1
451152.1346,3947509.2951,1
451153.0281,3947508.8462,1
451153.9194,3947508.3927,1
451154.8118,3947507.9415,1
451155.705,3947507.4918,1
451156.599,3947507.0438,1
451157.4949,3947506.5995,1
451158.3932,3947506.1602,1
451159.2926,3947505.723,1
451160.1921,3947505.2861,1
451161.0932,3947504.8525,1
451161.9949,3947504.4202,1
451162.8964,3947503.9874,1
451163.7976,3947503.5539,1
451164.6987,3947503.1204,1
451165.5987,3947502.6845,1
451166.5002,3947502.2517,1
451167.401,3947501.8173,1
451168.3029,3947501.3856,1
451169.2031,3947500.9501,1
451170.1053,3947500.5187,1
451171.0089,3947500.0904,1
451171.9112,3947499.6592,1
451172.8163,3947499.234,1
451173.722,3947498.81,1
451174.6272,3947498.3852,1
451175.5335,3947497.9624,1
451176.4397,3947497.5395,1
451177.3456,3947497.1161,1
451178.2511,3947496.6918,1
451179.1563,3947496.2667,1
451180.061,3947495.8407,1
451180.966,3947495.4153,1
451181.8706,3947494.9891,1
451182.776,3947494.5644,1
451183.682,3947494.1412,1
451184.5886,3947493.7192,1
451185.4955,3947493.2978,1
451186.4027,3947492.8772,1
451187.3114,3947492.4598,1
451188.2198,3947492.0416,1
451189.1276,3947491.6221,1
451190.0352,3947491.2023,1
451190.9421,3947490.7811,1
451191.85,3947490.3619,1
451192.7563,3947489.9391,1
451193.6627,3947489.5168,1
451194.5693,3947489.0948,1
451195.4747,3947488.6703,1
451196.3804,3947488.2464,1
451197.2856,3947487.8213,1
451198.191,3947487.3967,1
451199.0967,3947486.9728,1
451200.0015,3947486.5471,1
451200.9064,3947486.1215,1
451201.8111,3947485.6953,1
451202.7155,3947485.2686,1
451203.6201,3947484.8424,1
451204.5236,3947484.4138,1
451205.4284,3947483.988,1
451206.3341,3947483.5639,1
451207.2388,3947483.138,1
451208.1443,3947482.7137,1
451209.051,3947482.2919,1
451209.957,3947481.8687,1
451210.8644,3947481.4484,1
451211.7727,3947481.0299,1
451212.6815,3947480.6127,1
451213.5906,3947480.1961,1
451214.5003,3947479.781,1
451215.4103,3947479.3662,1
451216.3189,3947478.9487,1
451217.2269,3947478.5297,1
451218.1346,3947478.1101,1
451219.0416,3947477.689,1
451219.9469,3947477.2642,1
451220.8523,3947476.8396,1
451221.7569,3947476.4133,1
451222.6587,3947475.9812,1
451223.5602,3947475.5484,1
451224.4613,3947475.1148,1
451225.3604,3947474.6771,1
451226.2593,3947474.2389,1
451227.159,3947473.8023,1
451228.0567,3947473.3618,1
451228.9544,3947472.9212,1
451229.8531,3947472.4826,1
451230.7526,3947472.0458,1
451231.6506,3947471.6056,1
451232.5504,3947471.1694,1
451233.4513,3947470.7353,1
451234.3521,3947470.3012,1
451235.2541,3947469.8693,1
451236.1577,3947469.4409,1
451237.0619,3947469.0139,1
451237.968,3947468.5908,1
451238.8756,3947468.171,1
451239.7857,3947467.7567,1
451240.6956,3947467.3418,1
451241.607,3947466.9302,1
451242.5219,3947466.5267,1
451243.4363,3947466.1218,1
451244.3538,3947465.7241,1
451245.2742,3947465.3331,1
451246.1958,3947464.9449,1
451247.1179,3947464.558,1
451248.0434,3947464.1792,1
451248.97,3947463.8032,1
451249.8981,3947463.4309,1
451250.8277,3947463.0622,1
451251.759,3947462.698,1
451252.691,3947462.3356,1
451253.6224,3947461.9717,1
451254.5546,3947461.6095,1
451255.4879,3947461.2505,1
451256.4203,3947460.8892,1
451257.353,3947460.5284,1
451258.2859,3947460.1684,1
451259.2173,3947459.8043,1
451260.1474,3947459.4371,1
451261.0771,3947459.0687,1
451262.0059,3947458.6981,1
451262.9358,3947458.3303,1
451263.8633,3947457.9565,1
451264.7931,3947457.5885,1
451265.7245,3947457.2244,1
451266.6557,3947456.8598,1
451267.5887,3947456.4999,1
451268.523,3947456.1436,1
451269.4577,3947455.788,1
451270.3929,3947455.434,1
451271.3297,3947455.084,1
451272.268,3947454.7382,1
451273.2082,3947454.3976,1
451274.1506,3947454.0633,1
451275.0947,3947453.7335,1
451276.0398,3947453.4066,1
451276.987,3947453.0862,1
451277.936,3947452.7707,1
451278.888,3947452.4648,1
451279.8411,3947452.1622,1
451280.7959,3947451.8648,1
451281.753,3947451.5752,1
451282.7103,3947451.286,1
451283.6681,3947450.9987,1
451284.6276,3947450.7168,1
451285.5881,3947450.4385,1
451286.5483,3947450.1592,1
451287.5101,3947449.8853,1
451288.472,3947449.6122,1
451289.4337,3947449.3381,1
451290.3953,3947449.0637,1
451291.3569,3947448.789,1
451292.3175,3947448.5111,1
451293.2778,3947448.2322,1
451294.2376,3947447.9514,1
451295.1961,3947447.6664,1
451296.1541,3947447.3797,1
451297.1111,3947447.0896,1
451298.068,3947446.7993,1
451299.0249,3947446.5086,1
451299.9815,3947446.2172,1
451300.9396,3947445.9307,1
451301.8984,3947445.6468,1
451302.8583,3947445.3663,1
451303.8189,3947445.0884,1
451304.7789,3947444.8086,1
451305.7393,3947444.5299,1
451306.6987,3947444.2478,1
451307.6568,3947443.9612,1
451308.6152,3947443.676,1
451309.5725,3947443.3869,1
451310.53,3947443.0984,1
451311.4864,3947442.8063,1
451312.4427,3947442.5141,1
451313.4008,3947442.2277,1
451314.3588,3947441.9407,1
451315.3168,3947441.6541,1
451316.276,3947441.3711,1
451317.2355,3947441.0897,1
451318.1955,3947440.8095,1
451319.1568,3947440.5342,1
451320.1191,3947440.262,1
451321.081,3947439.9888,1
451322.0433,3947439.7168,1
451323.0055,3947439.4444,1
451323.9671,3947439.1701,1
451324.9285,3947438.8946,1
451325.8892,3947438.617,1
451326.8491,3947438.3369,1
451327.8086,3947438.0551,1
451328.7668,3947437.769,1
451329.7241,3947437.4799,1
451330.6816,3947437.1915,1
451331.6383,3947436.9005,1
451332.5956,3947436.6113,1
451333.5541,3947436.3263,1
451334.5122,3947436.0399,1
451335.47,3947435.7523,1
451336.4295,3947435.4708,1
451337.389,3947435.1889,1
451338.3481,3947434.9058,1
451339.3088,3947434.6282,1
451340.2702,3947434.3532,1
451341.2316,3947434.078,1
451342.1942,3947433.8069,1
451343.1574,3947433.5384,1
451344.1216,3947433.2729,1
451345.0873,3947433.0133,1
451346.0544,3947432.7592,1
451347.022,3947432.5067,1
451347.9908,3947432.2587,1
451348.9611,3947432.0167,1
451349.931,3947431.7734,1
451350.901,3947431.5302,1
451351.8719,3947431.2907,1
451352.8432,3947431.0527,1
451353.8151,3947430.8174,1
451354.788,3947430.586,1
451355.7622,3947430.3604,1
451356.7372,3947430.1383,1
451357.7128,3947429.9188,1
451358.6892,3947429.7029,1
451359.6656,3947429.4868,1
451360.6417,3947429.2696,1
451361.6184,3947429.0551,1
451362.5949,3947428.8392,1
451363.571,3947428.6221,1
451364.5477,3947428.4076,1
451365.5247,3947428.1941,1
451366.5015,3947427.9801,1
451367.4787,3947427.7679,1
451368.4567,3947427.5589,1
451369.4343,3947427.3488,1
451370.4124,3947427.1406,1
451371.3912,3947426.9359,1
451372.3707,3947426.7345,1
451373.3509,3947426.5364,1
451374.3317,3947426.3413,1
451375.3131,3947426.1495,1
451376.2949,3947425.9592,1
451377.2772,3947425.7719,1
451378.26,3947425.5871,1
451379.2432,3947425.4048,1
451380.2265,3947425.2228,1
451381.2097,3947425.0405,1
451382.1932,3947424.8593,1
451383.1769,3947424.6794,1
451384.1607,3947424.5002,1
451385.1446,3947424.3213,1
451386.1284,3947424.1423,1
451387.1128,3947423.9664,1
451388.0976,3947423.7925,1
451389.0828,3947423.621,1
451390.0683,3947423.4513,1
451391.0545,3947423.286,1
451392.0409,3947423.1217,1
451393.0276,3947422.9589,1
451394.0147,3947422.799,1
451395.0024,3947422.6428,1
451395.9905,3947422.4886,1
451396.9788,3947422.3361,1
451397.9675,3947422.1861,1
451398.957,3947422.0417,1
451399.9469,3947421.8999,1
451400.9373,3947421.7618,1
451401.9282,3947421.6271,1
451402.9197,3947421.4972,1
451403.9114,3947421.3689,1
451404.9033,3947421.2416,1
451405.8959,3947421.1198,1
451406.8889,3947421.0017,1
451407.882,3947420.885,1
451408.8755,3947420.7714,1
451409.8697,3947420.6636,1
451410.8642,3947420.5587,1
451411.8593,3947420.4602,1
451412.8552,3947420.369,1
451413.8516,3947420.2851,1
451414.8486,3947420.2071,1
451415.8461,3947420.1366,1
451416.844,3947420.0722,1
451417.8424,3947420.0144,1
451418.841,3947419.9616,1
451419.8399,3947419.9157,1
451420.8391,3947419.8763,1
451421.8386,3947419.8424,1
451422.8381,3947419.8134,1
451423.8379,3947419.7892,1
451424.8376,3947419.7652,1
451425.8373,3947419.7433,1
451426.8372,3947419.7246,1
451427.837,3947419.7072,1
451428.8369,3947419.6929,1
451429.8368,3947419.681,1
451430.8368,3947419.6698,1
451431.8367,3947419.6606,1
451432.8367,3947419.6527,1
451433.8367,3947419.6462,1
451434.8366,3947419.6397,1
451435.8366,3947419.6339,1
451436.8366,3947419.6283,1
451437.8366,3947419.6227,1
451438.8366,3947419.6171,1
451439.8366,3947419.6124,1
451440.8366,3947419.6084,1
451441.8366,3947419.6037,1
451442.8365,3947419.599,1
451443.8365,3947419.5936,1
451444.8365,3947419.5855,1
451445.8364,3947419.5732,1
451446.8363,3947419.5609,1
451447.8362,3947419.5467,1
451448.8361,3947419.531,1
451449.8359,3947419.511,1
451450.8356,3947419.4848,1
451451.8351,3947419.4529,1
451452.8343,3947419.4149,1
451453.8334,3947419.3713,1
451454.8322,3947419.3231,1
451455.8307,3947419.2684,1
451456.8289,3947419.2086,1
451457.8267,3947419.1418,1
451458.8238,3947419.0657,1
451459.8202,3947418.9811,1
451460.816,3947418.8893,1
451461.811,3947418.7889,1
451462.8051,3947418.681,1
451463.7988,3947418.5685,1
451464.7917,3947418.4501,1
451465.784,3947418.3258,1
451466.7757,3947418.1972,1
451467.7667,3947418.0634,1
451468.7571,3947417.9254,1
451469.7469,3947417.7826,1
451470.736,3947417.6355,1
451471.7244,3947417.4839,1
451472.7122,3947417.3278,1
451473.6992,3947417.1672,1
451474.6857,3947417.0035,1
451475.6718,3947416.8371,1
451476.6571,3947416.6663,1
451477.6418,3947416.4924,1
451478.626,3947416.3152,1
451479.6095,3947416.1344,1
451480.5924,3947415.9504,1
451481.5747,3947415.7627,1
451482.5565,3947415.5729,1
451483.538,3947415.3817,1
451484.5193,3947415.1889,1
451485.5005,3947414.9958,1
451486.481,3947414.7994,1
451487.4613,3947414.6017,1
451488.441,3947414.4015,1
451489.4199,3947414.1971,1
451490.3981,3947413.9895,1
451491.3758,3947413.7796,1
451492.3529,3947413.5669,1
451493.33,3947413.3541,1
451494.3071,3947413.141,1
451495.2842,3947412.9282,1
451496.2611,3947412.7146,1
451497.2379,3947412.5006,1
451498.2148,3947412.2868,1
451499.1914,3947412.0717,1
451500.1678,3947411.8557,1
451501.1439,3947411.6385,1
451502.1199,3947411.4206,1
451503.0957,3947411.202,1
451504.0711,3947410.9814,1
451505.0459,3947410.7583,1
451506.0201,3947410.5327,1
451506.9934,3947410.3034,1
451507.9662,3947410.0714,1
451508.9383,3947409.8369,1
451509.9098,3947409.5999,1
451510.8812,3947409.3626,1
451511.8523,3947409.1239,1
451512.8236,3947408.8858,1
451513.7949,3947408.648,1
451514.7664,3947408.4113,1
451515.7384,3947408.1761,1
451516.7111,3947407.9441,1
451517.6846,3947407.7152,1
451518.6586,3947407.4888,1
451519.6333,3947407.2652,1
451520.6083,3947407.0429,1
451521.5834,3947406.8214,1
451522.5589,3947406.6011,1
451523.5345,3947406.3816,1
451524.5102,3947406.1626,1
451525.486,3947405.9439,1
451526.4619,3947405.7256,1
451527.4377,3947405.5071,1
451528.4134,3947405.2882,1
451529.3888,3947405.0676,1
451530.3642,3947404.8472,1
451531.3392,3947404.6247,1
451532.3141,3947404.4021,1
451533.2885,3947404.1775,1
451534.2628,3947403.9521,1
451535.2367,3947403.7252,1
