446019.7629, 3944893.2775
446020.2740, 3944892.4179
446020.7720, 3944891.5507
446021.2552, 3944890.6752
446021.7326, 3944889.7965
446022.2028, 3944888.9140
446022.6725, 3944888.0312
446023.1352, 3944887.1446
446023.6019, 3944886.2602
446024.0693, 3944885.3762
446024.5382, 3944884.4929
446025.0066, 3944883.6094
446025.4769, 3944882.7269
446025.9517, 3944881.8468
446026.4258, 3944880.9664
446026.9010, 3944880.0865
446027.3721, 3944879.2044
446027.8440, 3944878.3227
446028.3156, 3944877.4409
446028.7893, 3944876.5602
446029.2689, 3944875.6827
446029.7460, 3944874.8039
446030.2281, 3944873.9278
446030.7054, 3944873.0490
446031.1834, 3944872.1707
446031.6620, 3944871.2927
446032.1404, 3944870.4145
446032.6188, 3944869.5363
446033.0972, 3944868.6582
446033.5762, 3944867.7804
446034.0551, 3944866.9026
446034.5347, 3944866.0251
446035.0147, 3944865.1478
446035.4953, 3944864.2708
446035.9761, 3944863.3940
446036.4566, 3944862.5170
446036.9381, 3944861.6405
446037.4202, 3944860.7644
446037.9008, 3944859.8875
446038.3775, 3944859.0085
446038.8507, 3944858.1275
446039.3221, 3944857.2456
446039.7863, 3944856.3598
446040.2491, 3944855.4734
446040.7076, 3944854.5847
446041.1606, 3944853.6932
446041.6062, 3944852.7979
446042.0444, 3944851.8991
446042.4755, 3944850.9967
446042.8978, 3944850.0903
446043.3087, 3944849.1786
446043.7062, 3944848.2610
446044.0873, 3944847.3365
446044.4568, 3944846.4073
446044.8242, 3944845.4772
446045.2037, 3944844.5520
446045.6018, 3944843.6347
446046.0310, 3944842.7315
446046.5013, 3944841.8489
446047.0250, 3944840.9971
446047.6234, 3944840.1958
446048.3020, 3944839.4613
446049.0484, 3944838.7958
446049.8638, 3944838.2170
446050.7477, 3944837.7493
446051.6875, 3944837.4075
446052.6672, 3944837.2068
446053.6661, 3944837.1601
446054.6609, 3944837.2616
446055.6325, 3944837.4981
446056.5701, 3944837.8461
446057.4810, 3944838.2587
446058.3750, 3944838.7067
446059.2624, 3944839.1678
446060.1471, 3944839.6338
446061.0313, 3944840.1010
446061.9166, 3944840.5660
446062.8016, 3944841.0315
446063.6877, 3944841.4950
446064.5756, 3944841.9551
446065.4636, 3944842.4149
446066.3511, 3944842.8757
446067.2383, 3944843.3372
446068.1260, 3944843.7975
446069.0133, 3944844.2588
446069.9014, 3944844.7184
446070.7909, 3944845.1753
446071.6825, 3944845.6281
446072.5645, 3944846.0994
446073.4181, 3944846.6203
446074.2323, 3944847.2009
446074.9804, 3944847.8645
446075.6283, 3944848.6263
446076.1492, 3944849.4798
446076.5363, 3944850.4019
446076.7884, 3944851.3696
446076.9136, 3944852.3617
446076.9014, 3944853.3616
446076.7796, 3944854.3542
446076.5746, 3944855.3330
446076.3085, 3944856.2969
446075.9805, 3944857.2416
446075.5975, 3944858.1653
446075.1703, 3944859.0695
446074.7098, 3944859.9572
446074.2234, 3944860.8309
446073.7207, 3944861.6953
446073.2026, 3944862.5507
446072.6728, 3944863.3988
446072.1380, 3944864.2438
446071.6074, 3944865.0914
446071.0790, 3944865.9404
446070.5493, 3944866.7886
446070.0182, 3944867.6359
446069.4867, 3944868.4829
446068.9567, 3944869.3309
446068.4301, 3944870.1810
446067.9056, 3944871.0324
446067.3802, 3944871.8833
446066.8539, 3944872.7336
446066.3255, 3944873.5826
446065.7958, 3944874.4308
446065.2645, 3944875.2780
446064.7326, 3944876.1248
446064.2000, 3944876.9711
446063.6698, 3944877.8190
446063.1394, 3944878.6668
446062.6116, 3944879.5161
446062.0841, 3944880.3657
446061.5572, 3944881.2156
446061.0297, 3944882.0652
446060.5046, 3944882.9162
446059.9812, 3944883.7683
446059.4592, 3944884.6213
446058.9368, 3944885.4739
446058.4160, 3944886.3276
446057.8955, 3944887.1815
446057.3760, 3944888.0360
446056.8554, 3944888.8898
446056.3351, 3944889.7438
446055.8147, 3944890.5977
446055.2948, 3944891.4519
446054.7742, 3944892.3057
446054.2534, 3944893.1593
446053.7338, 3944894.0138
446053.2136, 3944894.8678
446052.6938, 3944895.7221
446052.1761, 3944896.5777
446051.6576, 3944897.4328
446051.1398, 3944898.2883
446050.6238, 3944899.1448
446050.1073, 3944900.0012
446049.6513, 3944900.7604
