446020.3755, 3944893.0059
446020.6952, 3944892.0584
446021.0143, 3944891.1107
446021.3394, 3944890.1650
446021.6675, 3944889.2204
446022.0093, 3944888.2806
446022.3639, 3944887.3456
446022.7359, 3944886.4173
446023.1183, 3944885.4934
446023.5094, 3944884.5730
446023.9182, 3944883.6604
446024.3665, 3944882.7665
446024.8508, 3944881.8916
446025.3633, 3944881.0329
446025.9029, 3944880.1910
446026.4582, 3944879.3593
446027.0225, 3944878.5338
446027.5909, 3944877.7110
446028.1651, 3944876.8923
446028.7400, 3944876.0741
446029.3170, 3944875.2573
446029.8956, 3944874.4417
446030.4722, 3944873.6247
446031.0434, 3944872.8039
446031.6115, 3944871.9809
446032.1734, 3944871.1537
446032.7243, 3944870.3192
446033.2630, 3944869.4767
446033.7884, 3944868.6258
446034.2892, 3944867.7602
446034.7568, 3944866.8763
446035.1918, 3944865.9759
446035.6023, 3944865.0640
446036.0008, 3944864.1468
446036.3932, 3944863.2270
446036.7817, 3944862.3056
446037.1736, 3944861.3856
446037.5733, 3944860.4689
446037.9815, 3944859.5560
446038.3949, 3944858.6455
446038.8039, 3944857.7329
446039.1959, 3944856.8130
446039.5677, 3944855.8847
446039.9067, 3944854.9439
446040.2125, 3944853.9918
446040.4879, 3944853.0305
446040.7429, 3944852.0635
446040.9933, 3944851.0954
446041.2389, 3944850.1260
446041.4974, 3944849.1600
446041.7771, 3944848.1999
446042.0790, 3944847.2466
446042.4128, 3944846.3039
446042.7942, 3944845.3795
446043.2291, 3944844.4790
446043.7251, 3944843.6107
446044.2866, 3944842.7833
446044.9253, 3944842.0138
446045.6373, 3944841.3116
446046.4228, 3944840.6928
446047.2734, 3944840.1669
446048.1884, 3944839.7634
446049.1466, 3944839.4773
446050.1324, 3944839.3097
446051.1312, 3944839.2597
446052.1300, 3944839.3076
446053.1229, 3944839.4264
446054.1071, 3944839.6035
446055.0841, 3944839.8170
446056.0561, 3944840.0518
446057.0209, 3944840.3148
446057.9775, 3944840.6064
446058.9278, 3944840.9177
446059.8734, 3944841.2430
446060.8150, 3944841.5797
446061.7531, 3944841.9261
446062.6872, 3944842.2832
446063.6184, 3944842.6475
446064.5475, 3944843.0175
446065.4753, 3944843.3904
446066.4016, 3944843.7672
446067.3274, 3944844.1453
446068.2522, 3944844.5258
446069.1760, 3944844.9087
446070.0986, 3944845.2944
446071.0197, 3944845.6838
446071.9352, 3944846.0861
446072.8216, 3944846.5490
446073.6652, 3944847.0859
446074.4316, 3944847.7282
446075.0715, 3944848.4967
446075.5730, 3944849.3619
446075.9417, 3944850.2914
446076.1653, 3944851.2661
446076.2343, 3944852.2637
446076.1841, 3944853.2625
446076.0395, 3944854.2520
446075.8277, 3944855.2293
446075.5479, 3944856.1893
446075.1978, 3944857.1260
446074.7787, 3944858.0340
446074.3034, 3944858.9138
446073.7760, 3944859.7634
446073.2156, 3944860.5916
446072.6432, 3944861.4116
446072.0697, 3944862.2308
446071.5027, 3944863.0545
446070.9466, 3944863.8857
446070.4000, 3944864.7231
446069.8683, 3944865.5700
446069.3495, 3944866.4249
446068.8445, 3944867.2880
446068.3569, 3944868.1611
446067.8918, 3944869.0463
446067.4494, 3944869.9431
446067.0217, 3944870.8471
446066.6001, 3944871.7538
446066.1861, 3944872.6641
446065.7783, 3944873.5772
446065.3625, 3944874.4866
446064.9310, 3944875.3888
446064.4761, 3944876.2793
446064.0016, 3944877.1596
446063.5080, 3944878.0293
446063.0018, 3944878.8917
446062.4894, 3944879.7504
446061.9698, 3944880.6048
446061.4435, 3944881.4551
446060.9116, 3944882.3019
446060.3763, 3944883.1466
446059.8383, 3944883.9896
446059.3021, 3944884.8336
446058.7668, 3944885.6783
446058.2309, 3944886.5226
446057.6932, 3944887.3657
446057.1532, 3944888.2074
446056.6126, 3944889.0486
446056.0742, 3944889.8913
446055.5392, 3944890.7362
446055.0079, 3944891.5834
446054.4794, 3944892.4323
446053.9518, 3944893.2818
446053.4276, 3944894.1334
446052.9089, 3944894.9883
446052.3950, 3944895.8462
446051.8855, 3944896.7067
446051.3773, 3944897.5679
446050.8742, 3944898.4321
446050.3735, 3944899.2978
446049.8685, 3944900.1609
446049.3577, 3944901.0206
446048.8416, 3944901.8771
446048.3223, 3944902.7317
446047.8008, 3944903.5849
446047.2762, 3944904.4363
446046.7531, 3944905.2886
446046.2277, 3944906.1394
446045.7025, 3944906.9904
446045.1748, 3944907.8399
446044.6447, 3944908.6878
446044.1138, 3944909.5352
446043.5828, 3944910.3826
446043.0545, 3944911.2317
446042.5279, 3944912.0817
446041.9953, 3944912.9281
446041.4602, 3944913.7729
446040.9260, 3944914.6183
446040.5944, 3944915.1650
