0,4.9345,13.112,25.303
0.020012,4.9264,13.112,27.064
0.040175,4.9184,13.111,27.064
0.060241,4.9107,13.11,27.064
0.080244,4.9028,13.109,27.064
0.10023,4.895,13.108,27.064
0.12003,4.8873,13.107,27.064
0.13999,4.8797,13.106,29.961
0.16019,4.8722,13.105,29.961
0.18005,4.8646,13.105,29.961
0.19998,4.8571,13.104,29.961
0.2202,4.8498,13.104,29.961
0.24003,4.8425,13.103,29.961
0.26005,4.8354,13.102,27.523
0.28018,4.8282,13.102,27.523
0.30001,4.8212,13.101,27.523
0.31999,4.8142,13.1,27.523
0.34003,4.8074,13.1,27.523
0.36019,4.8007,13.099,27.523
0.38027,4.793,13.099,29.134
0.4001,4.7855,13.098,29.134
0.42002,4.778,13.098,29.134
0.44002,4.7707,13.097,29.134
0.46023,4.7634,13.097,29.134
0.48024,4.7563,13.096,29.134
0.50025,4.7493,13.096,27.962
0.5202,4.7424,13.096,27.962
0.54025,4.7355,13.095,27.962
0.56026,4.7287,13.095,27.962
0.58329,4.7221,13.095,27.962
0.60025,4.7155,13.094,27.962
0.62004,4.709,13.094,33.298
0.64006,4.7026,13.094,33.298
0.66017,4.6963,13.093,33.298
0.68023,4.6901,13.093,33.298
0.70012,4.6838,13.092,33.298
0.72001,4.6777,13.092,33.298
0.73997,4.6716,13.091,33.117
0.75996,4.6656,13.091,33.117
0.78026,4.6597,13.091,33.117
0.80022,4.6538,13.09,33.117
0.82023,4.6479,13.09,33.117
0.84014,4.6422,13.089,29.915
0.86,4.6365,13.089,29.915
0.87998,4.6309,13.089,29.915
0.90005,4.6254,13.088,29.915
0.92003,4.6198,13.088,29.915
0.94026,4.6143,13.087,29.915
0.9601,4.6089,13.087,28.014
0.98007,4.6035,13.086,28.014
1.0002,4.5983,13.086,28.014
1.0201,4.593,13.086,28.014
1.04,4.5877,13.085,28.014
1.0602,4.5826,13.085,28.014
1.0802,4.5774,13.084,31.801
1.1001,4.5723,13.083,31.801
1.12,4.5672,13.083,31.801
1.1402,4.5622,13.082,31.801
1.1602,4.5572,13.081,31.801
1.1803,4.5523,13.081,30.337
1.2001,4.5475,13.08,30.337
1.2203,4.5426,13.079,30.337
1.24,4.5378,13.079,30.337
1.2601,4.5331,13.078,30.337
1.2803,4.5284,13.077,30.337
1.3006,4.5238,13.076,29.31
1.3202,4.5192,13.075,29.31
1.3401,4.5146,13.074,29.31
1.36,4.5101,13.073,29.31
1.3803,4.5057,13.072,29.31
1.4001,4.5013,13.071,28.269
1.4206,4.4969,13.07,28.269
1.4403,4.4926,13.069,28.269
1.46,4.4884,13.068,28.269
1.4801,4.4842,13.067,28.269
1.5001,4.48,13.066,28.269
1.5203,4.4759,13.064,27.122
1.5402,4.4719,13.063,27.122
1.5601,4.4679,13.062,27.122
1.58,4.4639,13.061,27.122
1.6001,4.46,13.06,27.122
1.6203,4.4561,13.058,27.122
1.6401,4.4453,13.057,26.997
1.66,4.4345,13.055,26.997
1.6803,4.4239,13.054,26.997
1.7003,4.4132,13.053,26.997
1.72,4.4029,13.052,26.997
1.7402,4.3925,13.05,26.997
1.7601,4.3824,13.049,29.761
1.7802,4.3722,13.047,29.761
1.8,4.3621,13.045,29.761
1.8201,4.3522,13.044,29.761
1.8401,4.3424,13.042,29.761
1.8602,4.3327,13.04,29.761
1.8805,4.3233,13.038,26.504
1.9002,4.3138,13.036,26.504
1.9201,4.3043,13.035,26.504
1.9402,4.295,13.033,26.504
1.9602,4.2858,13.031,26.504
1.98,4.2768,13.029,26.18
2.0001,4.2678,13.027,26.18
2.0201,4.2589,13.024,26.18
2.0403,4.25,13.022,26.18
2.0604,4.2413,13.02,26.18
2.0802,4.2328,13.018,26.18
2.1002,4.2244,13.016,27.648
2.1202,4.216,13.013,27.648
2.1401,4.2078,13.011,27.648
2.1602,4.1996,13.009,27.648
2.1803,4.1921,13.006,27.648
2.2002,4.1847,13.004,27.648
2.2202,4.1772,13.001,27.853
2.2404,4.1701,12.999,27.853
2.2601,4.1629,12.996,27.853
2.2801,4.1558,12.993,27.853
2.3003,4.1487,12.991,27.853
2.3203,4.1416,12.988,27.853
2.3403,4.1349,12.985,28.639
2.3604,4.1281,12.982,28.639
2.3801,4.1215,12.979,28.639
2.4001,4.115,12.977,28.639
2.4201,4.1087,12.974,28.639
2.4402,4.1016,12.971,28.639
2.4603,4.0948,12.968,28.639
2.4804,4.0879,12.965,34.233
2.5001,4.0811,12.962,34.233
2.5202,4.0746,12.959,34.233
2.5404,4.068,12.955,34.233
2.5601,4.0617,12.952,34.233
2.5805,4.0555,12.949,27.246
2.6004,4.0493,12.946,27.246
2.6204,4.043,12.943,27.246
2.6401,4.0372,12.94,27.246
2.6601,4.0314,12.936,27.246
2.6802,4.0257,12.933,27.246
2.7002,4.0201,12.93,28.578
2.7201,4.0145,12.927,28.578
2.7406,4.0093,12.923,28.578
2.7601,4.0041,12.92,28.578
2.7801,3.9991,12.917,28.578
2.8007,3.9942,12.914,28.578
2.8202,3.9892,12.911,27.939
2.8404,3.9854,12.908,27.939
2.8604,3.9816,12.904,27.939
2.8801,3.9781,12.901,27.939
2.9001,3.9746,12.898,27.939
2.9203,3.971,12.895,27.939
2.9401,3.9678,12.892,37.054
2.9603,3.9645,12.89,37.054
2.9802,3.9611,12.887,37.054
3.0001,3.9576,12.884,37.054
3.0201,3.9542,12.881,37.054
3.0402,3.951,12.879,37.054
3.0603,3.9478,12.876,29.145
3.0801,3.9449,12.873,29.145
3.1001,3.942,12.871,29.145
3.1201,3.9391,12.868,29.145
3.1402,3.9365,12.866,29.145
3.1601,3.9339,12.864,29.145
3.1804,3.9314,12.861,28.26
3.2004,3.9289,12.859,28.26
3.2202,3.9266,12.857,28.26
3.2404,3.9238,12.855,28.26
3.2604,3.921,12.852,28.26
3.2801,3.9184,12.85,28.26
3.3004,3.9158,12.848,31.724
3.3201,3.9132,12.846,31.724
3.3401,3.9108,12.844,31.724
3.3601,3.9084,12.841,31.724
3.3804,3.9065,12.839,31.724
3.4001,3.9047,12.836,28.747
3.4202,3.9029,12.833,28.747
3.4401,3.9013,12.831,28.747
3.4602,3.8997,12.828,28.747
3.4802,3.8981,12.825,28.747
3.5002,3.8966,12.822,28.747
3.5201,3.8951,12.819,31.34
3.5404,3.8936,12.816,31.34
3.5604,3.8922,12.813,31.34
3.5802,3.8909,12.81,31.34
3.6002,3.889,12.806,31.34
3.6204,3.8872,12.803,31.34
3.6403,3.886,12.8,29.635
3.6603,3.8849,12.797,29.635
3.6802,3.8838,12.793,29.635
3.7002,3.8827,12.79,29.635
3.7201,3.8816,12.786,29.635
3.7402,3.8806,12.783,26.849
3.7603,3.8795,12.779,26.849
3.7804,3.8785,12.775,26.849
3.8003,3.8776,12.772,26.849
3.8203,3.8766,12.768,26.849
3.8404,3.8757,12.764,26.849
3.8601,3.8748,12.76,26.136
3.8801,3.874,12.756,26.136
3.9002,3.8731,12.753,26.136
3.9204,3.8723,12.749,26.136
3.9402,3.8715,12.744,26.136
3.9601,3.8708,12.74,26.136
3.9801,3.87,12.736,25.731
4.0002,3.8693,12.731,25.731
4.0201,3.8687,12.726,25.731
4.0403,3.868,12.721,25.731
4.0601,3.8674,12.716,25.731
4.0802,3.8669,12.711,25.731
4.1002,3.8663,12.705,26.545
4.1201,3.8658,12.699,26.545
4.1402,3.8653,12.694,26.545
4.1604,3.8647,12.687,26.545
4.1801,3.8643,12.681,26.545
4.2003,3.8639,12.674,26.545
4.2204,3.8635,12.667,27.883
4.2401,3.8631,12.66,27.883
4.2601,3.8628,12.653,27.883
4.2801,3.8625,12.646,27.883
4.3005,3.8622,12.639,27.883
4.3205,3.8619,12.631,27.883
4.3401,3.8617,12.623,28.314
4.3602,3.8615,12.615,28.314
4.3802,3.8613,12.607,28.314
4.4002,3.8612,12.598,28.314
4.4201,3.8611,12.59,28.314
4.4404,3.8609,12.582,28.314
4.4602,3.8609,12.573,31.16
4.4801,3.8608,12.564,31.16
4.5002,3.8607,12.555,31.16
4.5204,3.8607,12.546,31.16
4.5401,3.8606,12.537,31.16
4.5603,3.8606,12.527,29.798
4.5805,3.8606,12.517,29.798
4.6003,3.8606,12.508,29.798
4.6202,3.8606,12.498,29.798
4.6402,3.8606,12.488,29.798
4.6605,3.8606,12.478,29.798
4.6801,3.8607,12.468,26.847
4.7004,3.8607,12.458,26.847
4.7202,3.8607,12.447,26.847
4.7404,3.8607,12.437,26.847
4.7601,3.8608,12.426,26.847
4.7801,3.8608,12.415,26.847
4.8002,3.8608,12.404,27.754
4.8204,3.8608,12.394,27.754
4.8402,3.8608,12.382,27.754
4.8601,3.8608,12.372,27.754
4.8803,3.8609,12.36,27.754
4.9002,3.8609,12.349,27.754
4.9202,3.8609,12.338,27.965
4.9402,3.8608,12.326,27.965
4.9604,3.8608,12.315,27.965
4.9804,3.8608,12.303,27.965
5.0004,3.8608,12.291,27.965
5.0205,3.8608,12.279,27.965
5.0404,3.8607,12.267,27.37
5.0604,3.8607,12.255,27.37
5.0804,3.8606,12.243,27.37
5.1004,3.8605,12.231,27.37
5.1202,3.8604,12.218,27.37
5.1403,3.8603,12.206,27.37
5.1605,3.8602,12.193,26.775
5.1804,3.8605,12.18,26.775
5.2002,3.8608,12.168,26.775
5.2202,3.8611,12.155,26.775
5.2402,3.8614,12.142,26.775
5.2605,3.8617,12.129,26.818
5.2802,3.862,12.116,26.818
