0,	0
0,	3.8421
0,	7.6842
0,	11.526
0,	15.368
0,	19.211
0,	23.053
0,	26.895
0,	30.737
0,	34.579
0,	38.421
0,	42.263
0,	46.105
0,	49.947
0,	53.789
0,	57.632
0,	58
0.73415,	62.635
2.8647,	66.817
6.1832,	70.135
10.365,	72.266
15,	73
16.333, 73
21.778,	73
27.222,	73
32.667,	73
38.111,	73
43.556,	73
49,	73
49,	73
